# Anthropometric measurements of military personnel in South Vietnam, recorded
# in the 1963 anthropometric survey described in R M White's 1964 ARPA report
# "Anthropometric Survey of the Armed Forces of the Republic of Vietnam"
# (DTIC no. AD 457 939).
# http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=AD0457939
#
# Data originally downloaded from
#	http://www.dtic.mil/dticasd/docs-a/anthro_other_military.html
# circa 2009, but that URL is now defunct (gives a 404 error).
#
# This file omits 26 subjects of the original 2129 because those subjects
# had their age or a measurement missing.
#
# SUBJ_NUM = subject identifier
#            (the first digit appears to identify the subsample of personnel:
#             1 = Navy in Saigon
#             2 = Marines in Saigon
#             3 = Air Force in Saigon
#             4 = Army, Airbone Brig. in Saigon
#             5 = Army, 5th Inf. Div. in Bien Hoa
#             6 = Army, Basic Trainees in Quang Trung
#             7 = Army, 7th Inf. Div. in My Tho)
# AGE = age (years)
# WEIGHT = body mass (kg)
# STATURE = standing height, from floor to top of head (cm)
# SITTING_HT = sitting height, from top of seat to top of head (cm)
# KNEE_HT = knee height, from footrest surface to top of right knee (cm)
# WAIST_CIRC = waist circumference at navel, with relaxed abdomen (cm)
# HIP_CIRC = hip/buttock circumference where buttocks protrude most (cm)
SUBJ_NUM	AGE	WEIGHT	STATURE	SITTING_HT	KNEE_HT	WAIST_CIRC	HIP_CIRC
3232	35.5	46	159.4	80.3	48.7	64.9	75.4
3233	20.5	55	168.4	91.4	48.7	68.6	86.4
3234	20.5	45	158.4	84.7	47.3	63.2	78.4
3235	21.5	50	149.4	79.2	44.5	65.5	80.4
3236	23.5	45	156.4	82.4	45.3	66.5	78.4
3237	27.5	45	161.4	83.5	46.5	66.8	78.4
3238	21.5	50	167.4	87.1	50.5	64.0	80.4
3239	21.5	50	165.4	87.8	49.8	62.0	79.4
3240	21.5	46	158.4	84.8	48.0	65.5	79.4
3241	21.5	47	157.4	84.5	46.5	59.0	80.4
3242	20.5	47	157.4	81.0	47.5	64.0	82.4
3243	21.5	53	161.4	84.5	48.0	67.5	82.4
3244	20.5	43	158.4	83.0	45.5	64.0	76.4
3245	20.5	49	158.4	86.5	43.8	64.5	80.4
3246	20.5	55	163.4	91.6	48.0	69.0	85.4
3247	24.5	47	159.4	84.5	46.0	64.0	77.4
3248	20.5	52	159.4	87.5	44.0	68.0	83.4
3249	22.5	51	160.4	85.7	45.3	70.3	82.4
3250	23.5	47	161.4	87.0	48.0	64.5	80.4
3251	20.5	52	162.4	90.0	46.2	66.5	85.4
3252	20.5	45	163.4	88.1	47.3	58.2	80.4
3253	19.5	49	152.4	84.1	44.0	65.2	80.4
3254	23.5	50	164.4	85.0	50.5	70.5	83.4
3255	23.5	56	167.4	90.0	48.3	73.0	86.4
3256	20.5	53	157.4	82.8	47.8	63.7	82.4
3257	19.5	50	170.4	84.5	52.7	62.0	84.4
3258	21.5	52	163.4	85.0	48.7	65.2	83.4
3259	24.5	47	158.4	84.8	46.5	63.2	80.4
3260	23.5	41	155.4	79.5	45.5	59.0	74.4
3261	24.5	49	161.4	82.3	48.2	63.7	79.4
3262	26.5	60	160.4	84.5	48.9	76.5	90.4
3263	29.5	55	154.4	83.5	44.3	78.5	85.4
3264	29.5	50	165.4	86.5	49.3	68.5	82.4
3265	32.5	49	168.4	90.6	49.9	62.1	83.4
3266	35.5	49	168.4	88.3	52.1	63.5	81.4
3267	35.5	49	164.4	86.4	49.4	70.0	82.4
3268	27.5	54	169.4	90.0	50.9	70.0	85.4
3269	34.5	55	162.4	86.9	47.7	74.0	85.4
3270	30.5	49	159.4	81.5	47.5	67.0	81.4
3271	33.5	51	164.4	88.5	46.7	67.5	83.4
3272	37.5	45	159.4	83.5	45.9	64.2	77.4
3273	31.5	74	166.4	87.7	52.1	87.0	104.4
3274	26.5	41	155.4	85.9	44.5	57.3	76.4
3275	35.5	61	160.4	86.3	47.8	76.8	88.4
3276	41.5	47	160.4	85.9	47.9	63.5	83.4
3277	27.5	53	168.4	89.0	48.6	62.0	85.4
3278	26.5	42	159.4	85.0	48.0	59.9	76.4
3279	30.5	43	150.4	79.9	44.2	69.0	78.4
3280	35.5	57	167.4	85.9	50.5	69.0	88.4
3281	30.5	45	160.4	87.0	47.6	56.5	78.4
3282	30.5	53	159.4	87.5	46.8	71.5	86.4
3283	23.5	49	152.4	83.5	44.6	66.0	85.4
3284	30.5	47	154.4	86.1	45.9	66.0	79.4
3285	39.5	52	154.4	82.9	45.8	70.0	84.4
3286	30.5	52	161.4	85.9	48.1	69.3	86.4
3287	34.5	63	169.4	88.2	51.5	75.5	89.4
3288	37.5	53	159.4	83.5	49.1	77.5	87.4
3289	28.5	66	171.4	92.8	49.6	76.0	89.4
3290	32.5	49	167.4	89.5	46.8	65.0	81.4
3291	26.5	52	165.4	88.8	46.8	67.0	81.4
3292	26.5	57	160.4	83.2	47.3	65.0	80.4
3293	31.5	64	158.4	84.0	46.5	80.0	88.4
3294	30.5	74	164.4	88.8	48.5	81.0	88.4
3295	28.5	54	168.4	91.5	48.2	67.5	84.4
3296	29.5	48	152.4	83.0	44.4	68.0	81.4
3297	28.5	53	158.4	82.5	48.5	72.5	84.4
3298	30.5	55	160.4	83.7	48.8	73.0	87.4
3299	30.5	63	161.4	84.9	49.5	80.0	89.4
3300	43.5	55	161.4	85.6	47.7	70.7	84.4
3301	42.5	65	168.4	90.7	49.3	82.5	91.4
3302	28.5	70	163.4	89.5	47.7	83.4	93.4
3303	31.5	54	170.4	91.0	52.0	63.5	80.4
3304	21.5	56	165.4	91.0	50.0	64.5	84.4
4001	30.5	49	153.4	80.3	44.3	70.5	79.4
4002	23.5	50	158.4	87.3	48.5	62.1	84.4
4003	28.5	45	154.4	84.1	46.3	63.2	79.4
4004	29.5	50	149.4	83.5	44.1	62.7	80.4
4005	26.5	50	157.4	81.1	46.3	69.3	82.4
4006	21.5	46	156.4	84.9	47.1	64.2	79.4
4007	27.5	63	162.4	84.5	48.5	69.5	90.4
4008	22.5	50	155.4	84.5	46.4	65.5	81.4
4009	26.5	59	166.4	89.5	48.5	70.0	86.4
4010	26.5	46	154.4	83.5	44.8	65.5	80.4
4011	21.5	59	164.4	83.0	52.9	74.0	90.4
4012	28.5	73	170.4	85.5	50.4	82.7	94.4
4013	22.5	49	157.4	83.7	44.3	66.8	81.4
4014	24.5	57	169.4	89.4	50.5	68.0	86.4
4015	23.5	55	156.4	80.3	47.9	68.2	83.4
4016	24.5	57	158.4	85.0	46.5	69.8	83.4
4017	27.5	55	162.4	84.0	49.0	66.0	86.4
4018	22.5	55	164.4	84.3	51.1	70.0	82.4
4019	21.5	55	153.4	84.3	44.8	69.5	87.4
4020	20.5	52	155.4	82.0	46.2	66.5	81.4
4021	21.5	58	158.4	82.3	45.7	70.0	87.4
4022	21.5	62	165.4	82.6	52.0	72.0	89.4
4023	31.5	58	161.4	82.1	47.7	75.0	86.4
4024	21.5	63	163.4	89.9	46.6	73.8	91.4
4025	21.5	50	159.4	79.0	50.0	67.9	79.4
4026	32.5	52	159.4	80.5	48.7	67.0	81.4
4027	26.5	47	153.4	77.5	45.0	67.5	79.4
4028	24.5	60	168.4	88.2	50.9	68.0	85.4
4029	29.5	53	157.4	83.3	47.2	68.4	84.4
4030	22.5	56	155.4	82.5	46.8	67.0	82.4
4031	24.5	55	156.4	85.6	46.6	65.7	83.4
4032	33.5	56	159.4	83.7	46.5	67.0	83.4
4033	28.5	51	167.4	86.4	48.5	65.2	83.4
4034	25.5	52	159.4	81.5	48.5	66.0	83.4
4035	23.5	54	160.4	81.5	47.5	69.0	83.4
4036	20.5	49	164.4	83.3	50.5	63.5	82.4
4037	21.5	51	157.4	79.2	48.5	68.0	80.4
4038	21.5	49	155.4	84.8	45.2	66.0	81.4
4039	31.5	56	164.4	87.7	49.2	71.0	86.4
4040	20.5	44	151.4	82.0	45.5	63.5	78.4
4041	26.5	49	154.4	83.8	46.0	63.0	79.4
4042	29.5	50	157.4	82.5	46.5	67.0	81.4
4043	22.5	54	157.4	83.0	47.0	68.0	83.4
4044	29.5	55	158.4	83.3	46.7	70.0	86.4
4045	28.5	57	167.4	89.0	48.5	69.0	85.4
4046	22.5	57	166.4	86.3	50.3	70.0	84.4
4047	34.5	55	165.4	86.0	51.3	66.0	84.4
4048	22.5	49	150.4	78.8	46.1	65.8	81.4
4049	24.5	51	158.4	80.5	45.1	65.8	81.4
4050	23.5	52	155.4	80.0	45.0	66.2	82.4
4051	25.5	46	154.4	83.0	45.2	63.2	79.4
4052	24.5	66	164.4	87.5	49.2	71.8	88.4
4053	35.5	53	161.4	78.5	47.1	69.0	83.4
4055	26.5	55	155.4	84.5	46.3	71.0	87.4
4056	26.5	53	165.4	86.4	50.6	65.0	83.4
4057	20.5	56	162.4	85.3	49.5	69.0	83.4
4058	25.5	42	150.4	80.0	43.6	61.5	76.4
4059	24.5	57	161.4	83.8	50.9	70.0	86.4
4060	34.5	50	160.4	83.5	47.0	64.0	79.4
4061	24.5	49	158.4	82.0	48.5	65.5	81.4
4062	30.5	56	164.4	89.0	49.3	71.0	84.4
4063	20.5	52	156.4	81.6	48.0	73.5	83.4
4064	29.5	52	159.4	82.8	47.4	62.0	81.4
4065	23.5	54	162.4	85.5	48.8	65.5	83.4
4066	28.5	49	166.4	86.6	48.6	65.0	80.4
4067	27.5	53	159.4	84.5	47.5	74.2	86.4
4068	27.5	54	166.4	83.4	52.0	66.0	82.4
4069	25.5	51	159.4	81.0	49.8	66.5	85.4
4070	23.5	54	164.4	84.0	48.0	67.0	83.4
4071	28.5	49	152.4	82.5	43.8	63.0	81.4
4072	23.5	52	159.4	83.5	49.0	69.0	83.4
4073	26.5	53	156.4	85.2	44.6	67.0	83.4
4074	28.5	53	162.4	87.5	47.5	63.0	83.4
4075	28.5	51	153.4	80.8	46.3	65.5	81.4
4076	24.5	51	164.4	88.5	48.3	70.0	82.4
4077	26.5	54	164.4	87.1	48.5	67.0	85.4
4078	21.5	50	152.4	80.5	45.5	65.5	83.4
4079	25.5	50	160.4	84.5	46.2	65.0	81.4
4080	24.5	48	160.4	81.9	48.9	66.0	78.4
4081	27.5	54	162.4	84.5	47.9	70.5	84.4
4082	22.5	57	166.4	90.1	48.8	65.5	86.4
4083	24.5	60	161.4	84.7	50.3	69.4	88.4
4085	22.5	48	157.4	84.4	46.8	64.5	82.4
4086	36.5	49	156.4	83.5	46.7	68.2	82.4
4087	32.5	54	158.4	84.7	47.7	68.0	83.4
4088	24.5	53	153.4	82.8	46.7	68.2	83.4
4089	23.5	56	161.4	83.8	49.7	69.0	87.4
4090	27.5	63	169.4	89.7	52.1	75.7	89.4
4091	19.5	57	158.4	86.7	46.9	70.0	88.4
4092	23.5	57	156.4	81.3	47.5	72.5	85.4
4093	24.5	55	158.4	86.1	47.3	69.0	85.4
4094	24.5	56	156.4	80.7	47.9	60.0	84.4
4095	24.5	62	160.4	85.0	47.1	65.6	87.4
4096	24.5	51	162.4	87.5	47.1	66.6	82.4
4097	28.5	49	157.4	82.5	46.9	64.5	80.4
4098	30.5	52	160.4	82.8	48.9	73.0	85.4
4099	21.5	55	160.4	84.7	48.5	71.5	83.4
4100	22.5	51	153.4	81.7	45.9	68.5	84.4
4101	31.5	52	163.4	83.4	50.0	65.4	83.4
4102	21.5	53	159.4	88.3	46.7	67.3	87.4
4103	26.5	52	163.4	88.3	48.3	62.5	83.4
4104	23.5	52	164.4	86.7	48.7	64.0	88.4
4105	21.5	57	162.4	81.9	50.7	70.3	89.4
4106	24.5	55	160.4	85.5	49.9	69.5	86.4
4107	24.5	55	171.4	86.0	53.5	65.0	86.4
4108	32.5	55	164.4	84.5	46.6	67.7	84.4
4109	30.5	55	164.4	81.6	51.3	70.2	83.4
4110	33.5	45	157.4	85.4	45.5	64.2	80.4
4111	27.5	50	155.4	85.4	45.5	65.0	81.4
4112	23.5	55	163.4	82.1	48.8	69.8	84.4
4113	28.5	55	168.4	86.0	50.5	69.0	83.4
4114	25.5	51	161.4	84.0	47.5	62.2	82.4
4115	24.5	50	157.4	82.0	46.7	66.8	81.4
4116	27.5	53	161.4	84.5	47.3	67.0	83.4
4117	28.5	51	165.4	86.5	48.6	68.2	82.4
4118	28.5	44	153.4	79.5	44.8	60.0	77.4
4119	33.5	51	154.4	82.2	44.8	67.3	81.4
4120	24.5	43	154.4	82.1	46.0	68.0	80.4
4121	31.5	51	165.4	86.5	48.0	68.2	82.4
4122	29.5	50	158.4	83.5	46.1	65.8	82.4
4123	23.5	50	155.4	81.5	46.3	64.5	81.4
4124	31.5	60	162.4	83.4	50.2	70.5	85.4
4125	25.5	55	153.4	81.1	44.3	69.0	84.4
4126	34.5	51	166.4	81.5	48.0	66.8	83.4
4127	30.5	45	161.4	81.8	45.4	64.0	79.4
4128	24.5	56	164.4	85.5	49.0	69.2	84.4
4129	20.5	48	155.4	81.0	48.2	64.0	83.4
4130	26.5	55	165.4	87.0	48.4	67.0	86.4
4131	24.5	49	159.4	80.5	49.2	67.0	82.4
4132	30.5	51	159.4	83.7	46.6	67.3	82.4
4133	27.5	53	162.4	83.0	49.4	68.8	82.4
4134	29.5	47	157.4	78.5	46.1	63.2	81.4
4135	37.5	55	158.4	82.9	48.1	68.5	86.4
4136	30.5	55	166.4	88.0	48.2	71.5	85.4
4137	27.5	49	156.4	81.4	46.7	63.2	79.4
4138	30.5	60	163.4	86.4	49.9	68.8	84.4
4139	25.5	55	167.4	85.5	47.2	65.0	73.4
4140	30.5	59	157.4	79.0	45.7	73.5	86.4
4141	36.5	41	149.4	78.5	41.8	61.5	74.4
4142	26.5	55	160.4	87.8	47.5	68.0	86.4
4143	24.5	51	159.4	85.0	46.0	66.0	82.4
4144	31.5	52	159.4	78.8	48.4	69.0	81.4
4145	28.5	45	156.4	79.0	45.2	66.0	79.4
4146	31.5	42	151.4	82.5	45.0	62.0	76.4
4147	33.5	51	158.4	83.0	48.0	74.2	82.4
4148	32.5	54	161.4	82.4	48.8	63.0	83.4
4149	29.5	58	165.4	83.1	50.5	67.5	85.4
4150	30.5	52	160.4	86.5	47.2	65.5	83.4
4151	32.5	57	158.4	81.2	48.5	70.0	87.4
4152	29.5	52	161.4	87.5	48.8	70.2	81.4
4153	31.5	55	158.4	80.7	49.3	67.7	82.4
4154	27.5	50	152.4	83.9	45.3	66.0	83.4
4155	29.5	51	158.4	83.5	48.1	64.2	81.4
4156	28.5	52	159.4	78.0	47.0	68.0	82.4
4157	32.5	50	157.4	79.9	46.9	63.0	83.4
4158	28.5	49	165.4	87.1	47.5	62.5	82.4
4159	34.5	50	164.4	85.7	49.7	66.0	82.4
4160	35.5	46	160.4	82.4	46.6	58.8	80.4
4161	31.5	60	161.4	86.9	46.5	75.0	87.4
4162	29.5	40	149.4	78.3	43.5	60.0	76.4
4163	33.5	60	169.4	84.5	50.0	67.7	84.4
4164	31.5	54	165.4	85.0	47.7	67.0	85.4
4165	31.5	58	168.4	87.5	51.4	65.0	86.4
4166	30.5	46	155.4	83.0	50.4	64.0	75.4
4167	28.5	46	159.4	81.0	48.0	61.0	77.4
4168	32.5	52	166.4	88.0	49.5	68.0	85.4
4169	32.5	54	156.4	82.5	47.3	65.0	82.4
4170	28.5	54	164.4	83.0	49.4	63.5	83.4
4171	30.5	52	150.4	81.6	45.3	68.2	83.4
4172	35.5	61	170.4	85.1	52.5	65.5	86.4
4173	31.5	57	165.4	85.5	48.5	71.2	84.4
4174	22.5	55	157.4	80.9	48.4	71.3	86.4
4175	31.5	45	153.4	84.7	45.7	63.4	76.4
4176	27.5	44	157.4	81.0	46.3	63.0	80.4
4177	31.5	48	153.4	82.5	45.2	66.3	80.4
4178	35.5	57	160.4	82.3	48.5	67.0	85.4
4179	35.5	47	159.4	82.7	48.0	61.0	76.4
4180	31.5	62	171.4	90.4	52.0	73.2	87.4
4181	38.5	51	161.4	86.5	48.0	65.0	82.4
4182	32.5	75	167.4	89.2	52.0	83.0	96.4
4183	37.5	58	164.4	87.0	49.5	69.0	87.4
4184	32.5	55	162.4	88.5	48.2	69.5	84.4
4185	34.5	50	156.4	83.3	47.3	68.2	82.4
4186	30.5	65	156.4	84.3	47.5	83.5	95.4
4187	33.5	54	158.4	83.7	46.6	70.3	85.4
4188	36.5	52	158.4	80.3	47.5	66.0	81.4
4189	31.5	55	163.4	87.8	49.5	67.5	85.4
4190	36.5	59	164.4	86.0	48.0	73.5	86.4
4191	37.5	54	156.4	77.5	47.3	64.5	80.4
4192	38.5	48	155.4	81.5	45.0	66.5	81.4
4193	36.5	67	161.4	82.0	48.0	73.0	91.4
4194	32.5	51	161.4	82.6	49.0	69.0	81.4
4195	36.5	48	159.4	85.2	48.0	65.0	80.4
4197	37.5	56	160.4	83.0	47.3	74.2	86.4
4198	35.5	56	156.4	85.7	46.7	68.4	87.4
4199	38.5	60	161.4	85.5	48.6	68.5	86.4
4200	32.5	48	151.4	77.5	44.8	68.0	82.4
4202	23.5	68	176.4	89.1	54.9	76.7	90.4
4203	25.5	62	162.4	84.9	47.8	78.5	90.4
4204	31.5	52	159.4	85.7	48.2	65.0	83.4
4205	26.5	56	161.4	87.3	46.8	69.0	84.4
4206	26.5	60	165.4	87.2	49.3	71.5	86.4
4207	30.5	61	166.4	88.5	50.7	73.5	86.4
4208	27.5	54	162.4	84.5	50.1	62.8	83.4
4209	23.5	60	168.4	89.9	50.8	68.5	90.4
4210	24.5	53	155.4	85.4	46.9	65.1	81.4
4211	28.5	51	156.4	85.5	47.3	65.0	84.4
4212	23.5	61	165.4	88.3	49.3	71.8	88.4
4213	30.5	55	162.4	83.5	51.2	67.0	81.4
4214	24.5	55	156.4	85.3	47.9	65.0	84.4
4215	25.5	48	162.4	83.8	48.2	64.5	81.4
4216	30.5	45	156.4	78.1	47.7	67.8	88.4
4217	22.5	53	157.4	80.4	46.2	66.8	83.4
4218	37.5	45	157.4	81.1	48.5	61.3	78.4
4219	23.5	52	155.4	84.6	44.5	66.8	84.4
4220	19.5	53	161.4	82.3	49.3	67.0	83.4
4221	26.5	56	160.4	86.2	47.7	76.2	88.4
4222	30.5	50	160.4	85.0	48.8	66.5	81.4
4223	28.5	53	160.4	85.8	47.7	68.0	84.4
4224	20.5	63	172.4	87.8	53.1	74.5	86.4
4225	26.5	52	150.4	81.5	44.1	71.8	82.4
4226	21.5	44	155.4	76.6	46.4	62.0	78.4
4227	24.5	60	165.4	84.0	49.7	70.0	88.4
4228	21.5	51	154.4	80.5	44.8	67.7	83.4
4229	26.5	46	154.4	79.5	46.8	69.2	78.4
4230	21.5	45	153.4	82.5	44.7	62.0	79.4
4232	21.5	50	153.4	79.5	45.5	67.8	81.4
4233	26.5	51	157.4	86.0	46.1	65.7	81.4
4234	21.5	45	151.4	78.0	45.5	69.8	77.4
4235	22.5	48	156.4	84.0	45.8	65.0	81.4
4236	27.5	51	160.4	89.0	47.0	69.5	84.4
4237	26.5	52	162.4	85.0	48.6	70.0	82.4
4238	22.5	50	159.4	81.5	46.0	65.3	82.4
4239	24.5	55	164.4	84.2	49.5	70.0	84.4
4240	22.5	45	156.4	82.5	47.0	65.5	80.4
4241	23.5	54	163.4	85.6	49.5	70.5	82.4
4242	23.5	57	157.4	85.8	46.5	65.0	80.4
4243	28.5	65	164.4	84.0	50.1	76.7	89.4
4244	22.5	53	159.4	84.6	45.1	72.4	82.4
4245	23.5	53	158.4	86.0	46.5	65.7	82.4
4246	21.5	54	155.4	81.6	46.5	72.5	83.4
4247	22.5	48	156.4	82.0	47.2	74.0	80.4
4248	27.5	52	159.4	86.0	48.5	66.0	83.4
4249	26.5	49	156.4	80.3	46.3	72.5	80.4
4250	21.5	53	166.4	88.5	50.8	62.0	84.4
4251	26.5	50	162.4	83.8	48.6	64.0	82.4
4252	23.5	50	158.4	84.4	46.3	69.0	81.4
4253	23.5	49	164.4	85.8	50.0	67.5	80.4
4254	25.5	53	156.4	86.0	45.7	68.0	85.4
4255	26.5	58	167.4	87.5	50.4	67.6	86.4
4256	28.5	47	154.4	81.9	45.2	71.9	78.4
4257	30.5	44	155.4	83.9	46.6	63.0	81.4
4258	25.5	66	167.4	90.2	50.1	78.0	90.4
4259	36.5	55	159.4	82.4	47.2	73.5	83.4
4260	23.5	53	157.4	81.2	47.9	71.0	82.4
4261	26.5	54	159.4	87.1	45.9	71.0	84.4
4262	30.5	55	164.4	88.7	45.5	70.5	88.4
4263	28.5	45	157.4	83.2	45.6	63.4	80.4
4264	29.5	52	160.4	84.7	48.9	67.0	84.4
4265	30.5	56	159.4	88.9	46.7	71.5	87.4
4266	32.5	49	154.4	81.4	44.9	72.0	80.4
4267	22.5	50	164.4	85.3	45.5	65.5	80.4
4268	31.5	67	164.4	89.9	49.7	79.0	92.4
4269	27.5	50	166.4	83.2	50.4	67.0	81.4
4270	25.5	51	159.4	82.2	46.9	71.5	81.4
4271	27.5	55	158.4	86.6	45.2	68.0	84.4
4272	25.5	51	158.4	85.0	46.7	69.0	81.4
4273	22.5	54	160.4	83.8	49.6	70.0	86.4
4274	20.5	52	164.4	87.8	46.6	68.0	80.4
4275	23.5	57	159.4	84.3	48.5	72.5	85.4
4276	25.5	54	159.4	86.5	45.9	70.0	85.4
4277	20.5	59	169.4	85.6	50.0	74.2	87.4
4278	26.5	55	165.4	85.5	50.5	68.0	82.4
4279	36.5	58	163.4	86.0	50.0	73.0	85.4
4280	32.5	48	163.4	81.2	50.8	66.7	80.4
4281	20.5	50	159.4	85.6	47.7	62.5	82.4
4282	28.5	40	151.4	80.0	44.5	58.0	75.4
4283	22.5	44	153.4	83.5	45.2	67.5	80.4
4284	24.5	55	157.4	88.2	46.0	67.0	83.4
4285	19.5	43	158.4	83.0	44.6	61.0	78.4
4286	30.5	48	161.4	85.0	48.6	62.0	80.4
4287	23.5	57	164.4	87.0	52.1	68.2	88.4
4288	21.5	60	167.4	89.0	49.5	71.5	89.4
4289	27.5	41	154.4	85.2	42.2	61.0	77.4
4290	26.5	42	153.4	83.2	45.0	61.0	78.4
4291	24.5	55	172.4	91.2	50.0	66.5	86.4
4292	31.5	42	158.4	86.2	45.2	59.5	76.4
4294	20.5	55	162.4	82.6	47.5	70.0	84.4
4295	34.5	55	161.4	80.5	50.6	69.3	83.4
4296	27.5	51	154.4	81.4	48.7	69.0	81.4
4297	22.5	55	161.4	84.2	47.5	72.0	84.4
4298	27.5	55	159.4	84.9	48.2	68.0	83.4
4299	31.5	46	156.4	83.3	45.7	61.7	81.4
4300	28.5	49	162.4	81.1	48.3	65.3	84.4
4301	35.5	46	156.4	78.2	47.0	64.0	81.4
4302	23.5	48	164.4	82.0	49.7	61.0	81.4
4304	33.5	49	162.4	82.0	48.3	64.2	79.4
4305	26.5	53	162.4	89.3	47.9	69.4	83.4
4306	33.5	44	154.4	83.0	45.3	60.5	75.4
4307	32.5	53	158.4	86.0	47.8	67.0	83.4
4308	28.5	50	159.4	80.0	48.0	68.5	81.4
4309	36.5	44	158.4	83.5	46.5	59.5	79.4
4310	29.5	54	159.4	84.0	48.1	67.8	82.4
4311	29.5	49	153.4	82.7	46.8	60.0	78.4
4312	29.5	51	161.4	84.7	48.9	64.4	84.4
4313	30.5	53	164.4	84.0	50.2	67.8	81.4
4314	33.5	47	151.4	83.0	43.5	66.0	80.4
4315	29.5	49	156.4	84.9	45.6	66.5	78.4
4316	30.5	60	171.4	85.5	52.5	67.2	88.4
4317	35.5	57	159.4	88.3	46.6	75.0	87.4
4318	27.5	53	162.4	86.2	49.8	65.0	80.4
4319	34.5	43	145.4	76.3	46.5	67.5	76.4
4321	32.5	45	160.4	81.0	47.3	64.8	78.4
4322	27.5	52	158.4	81.5	46.8	68.5	85.4
4323	23.5	65	172.4	90.8	51.8	71.7	91.4
4324	32.5	55	157.4	85.0	45.6	74.5	85.4
4325	37.5	52	158.4	81.3	48.7	67.5	83.4
4326	29.5	60	174.4	93.0	52.8	70.0	87.4
4327	30.5	51	163.4	84.7	50.0	66.0	83.4
4328	36.5	55	165.4	81.9	52.1	67.5	83.4
4329	29.5	50	158.4	85.3	45.0	62.0	83.4
4330	29.5	50	157.4	84.2	46.6	67.5	82.4
4331	33.5	45	156.4	81.5	46.6	63.0	77.4
4332	30.5	48	154.4	85.6	45.0	66.0	82.4
4333	28.5	47	161.4	85.5	49.4	67.0	83.4
4334	28.5	46	157.4	79.5	47.3	65.0	77.4
4335	31.5	52	163.4	85.0	48.3	67.0	80.4
4336	28.5	57	169.4	89.7	52.5	68.4	82.4
4337	33.5	49	156.4	85.0	47.5	65.0	83.4
4338	24.5	53	170.4	89.7	52.6	63.5	84.4
4339	30.5	40	158.4	84.2	45.9	59.0	74.4
4340	34.5	54	159.4	82.5	48.3	67.8	83.4
4341	31.5	54	155.4	86.9	46.7	71.2	84.4
4342	26.5	57	171.4	88.4	52.8	67.0	86.4
4343	37.5	61	162.4	86.2	46.1	73.8	83.4
4344	32.5	51	160.4	82.3	49.9	67.2	81.4
4345	36.5	56	163.4	82.1	47.9	69.4	88.4
4346	34.5	57	154.4	84.7	46.1	72.4	85.4
4347	33.5	47	160.4	82.0	48.3	64.8	79.4
4348	28.5	50	156.4	80.6	45.3	66.8	85.4
4349	36.5	43	151.4	81.0	45.5	57.3	77.4
4350	31.5	54	161.4	85.3	45.5	70.0	84.4
4351	30.5	52	161.4	87.6	46.8	65.0	85.4
4352	32.5	44	152.4	75.5	47.0	65.8	80.4
4353	33.5	62	166.4	84.0	49.9	76.2	90.4
4354	31.5	58	169.4	87.3	51.6	69.8	87.4
4355	29.5	51	167.4	90.9	49.1	63.0	80.4
4356	31.5	53	162.4	87.0	49.0	66.0	84.4
4357	25.5	52	168.4	88.0	50.0	63.0	89.4
4358	32.5	45	155.4	83.5	45.6	62.5	79.4
4359	33.5	57	163.4	87.5	48.5	70.0	89.4
4360	34.5	53	166.4	84.0	49.0	64.0	86.4
4362	33.5	46	163.4	87.7	47.9	65.1	77.4
4363	30.5	45	156.4	82.7	46.7	62.5	80.4
4364	31.5	49	158.4	81.1	46.5	68.0	81.4
4365	33.5	48	158.4	83.0	48.2	64.0	79.4
4366	39.5	50	155.4	79.5	46.0	63.2	83.4
4367	31.5	47	155.4	84.8	46.0	62.0	79.4
4368	35.5	44	148.4	80.0	48.8	68.0	78.4
4369	34.5	40	157.4	82.0	46.4	58.2	72.4
4370	31.5	41	147.4	78.2	45.0	65.0	75.4
4371	32.5	66	163.4	86.0	52.5	77.1	92.4
4372	37.5	50	162.4	84.4	50.0	66.0	83.4
4373	33.5	57	159.4	85.8	47.0	71.5	90.4
4374	30.5	50	157.4	83.5	46.5	66.5	80.4
4375	35.5	55	161.4	88.8	48.5	69.0	85.4
4376	30.5	62	163.4	87.0	48.3	74.7	92.4
4377	31.5	52	157.4	83.9	47.5	65.0	81.4
4378	31.5	54	163.4	83.6	48.9	68.5	82.4
4379	43.5	52	160.4	87.7	47.0	67.2	84.4
4380	38.5	51	161.4	84.0	48.0	68.0	84.4
4381	33.5	72	161.4	89.9	49.6	84.7	97.4
4382	30.5	52	165.4	87.0	50.8	68.0	87.4
4383	32.5	52	158.4	84.7	47.7	67.0	81.4
4384	37.5	50	154.4	82.2	47.3	68.5	83.4
4385	32.5	58	162.4	86.0	50.0	75.8	87.4
4386	36.5	58	169.4	91.4	49.5	64.0	82.4
4387	30.5	49	156.4	87.5	45.5	67.0	81.4
4388	32.5	52	165.4	85.3	49.3	71.0	88.4
4389	32.5	48	157.4	85.1	46.3	64.3	78.4
4390	36.5	51	157.4	84.6	45.5	71.0	84.4
4391	40.5	50	160.4	83.4	47.2	64.2	82.4
4392	37.5	57	157.4	81.0	46.2	80.0	87.4
4393	41.5	69	165.4	90.5	50.5	85.8	91.4
4394	40.5	64	158.4	83.5	46.7	74.0	86.4
4395	33.5	65	168.4	86.4	47.5	81.2	92.4
